"badge_id","badge_title","badge_description","badge_icon_url","badge_awarded_count","badge_activation_date","usage_count"
"1726","#0352A0 - Devtoberfest 2024 - Create Sales Order Business Process","As part of Devtoberfest 2024 - Completed Tutorial: Create Sales Order Business Process","https://community.sap.com/html/@18A89A72754C90D40DE634F93DB61472/badge_icons/fest-hex-0352A0%20Devtoberfest%202024.png","1308","2024-10-11T10:10:09.326+02:00","1306"
"909","Rock Star Blogger","Get ready to take your blogging to rock star status! Find the announcement blog and get in the game","https://community.sap.com/html/@58FB7525A89684A75C89A418E46CF0CE/badge_icons/rock-star-blogger.png","1478","2024-01-27T00:54:00.827+01:00","1299"
"1385","Accept the SAP HANA Cloud Portal 2014 Movie Challenge","Accept the SAP NetWeaver Portal 2014 Movie Challenge","https://community.sap.com/html/@ED172907B49466B5C8999ABA9718F72B/badge_icons/accept-the-sap-hana-cloud-portal-2014-movie-challenge.png","1477","2024-01-27T01:01:49.143+01:00","1295"
"1163","Responder","5 replies and counting!","https://community.sap.com/html/@58FD761B0C822EF540C69C62E8C5FFBF/badge_icons/manual_responder.png","1295","2024-01-27T01:16:45.845+01:00","1289"
"1445","#F5DEB3 - Devtoberfest 2023 - Get Ready for UI5-Development on Your Local Machine","As part of Devtoberfest 2023 - completed Tutorial: Get Ready for UI5-Development on Your Local Machine","https://community.sap.com/html/@4F72BCA2F2F3F5264491DA3BC58180AE/badge_icons/fest-hex-F5DEB3.png","1327","2024-01-26T23:50:31.089+01:00","1288"
"1142","Appreciative","10 kudos given","https://community.sap.com/html/@97FABB11AE295AC904F8A8B6FA639F09/badge_icons/manual_appreciative.png","1288","2024-01-27T01:11:56.276+01:00","1283"
"617","#5F2288 - Devtoberfest 2022 - Create a Simple ABAP CDS View in ADT","As part of Devtoberfest 2022 - completed tutorial: Create a Simple ABAP CDS View in ADT","https://community.sap.com/html/@BA448E47C40C465B9E168CAC2A911919/badge_icons/2022-dev-5F2288.png","1336","2024-01-27T00:03:28.771+01:00","1282"
"1411","#CDAF95 - Devtoberfest 2023 - Create a Reusable Service","As part of Devtoberfest 2023 - completed Tutorial: Create a Reusable Service","https://community.sap.com/html/@0315DD15F0AF32A1991D6C623E91D492/badge_icons/fest-hex-CDAF95.png","1270","2024-01-26T23:45:48.180+01:00","1258"
"1540","Random Day Surprise - December 10, 2019","Participated in SAP Community on Ada Lovelace's birthday (December 10, 2019)You performed at least one of the following activities: Publish a blog post, comment, question, or answerLike any blog post or commentVote any question or answer up or downFollow any person, tag, blog post, question, answer, or Coffee Corner discussionUpdate your profile picture, 'About me' text, expertise, spoken languages, or Elsewhere links","https://community.sap.com/html/@6BF428C7FA269A59C37743DD6E19C2C6/badge_icons/RandomDaySurprise-December10-2019.png","1526","2024-02-06T21:06:40.441+01:00","1242"
"647","#2B2F9C - Devtoberfest 2022 - Create Your First ABAP Console Application","As part of Devtoberfest 2022 - completed tutorial: Create Your First ABAP Console Application","https://community.sap.com/html/@4BD485E511189A9B80C72175901E30EA/badge_icons/2022-dev-2B2F9C.png","1321","2024-01-26T23:59:27.894+01:00","1236"
"932","I Care","Show you care for this Doctors Without Borders/Medecins Sans Frontieres program!","https://community.sap.com/html/@CEF6F8B321135818799FBA9F572E841C/badge_icons/i-care.png","1407","2024-01-27T01:03:40.572+01:00","1235"
"1626","#5D5859 - Devtoberfest 2024 - Create Business Configuration Maintenance Object","As part of Devtoberfest 2024 - Completed Tutorial: Create Business Configuration Maintenance Object","https://community.sap.com/html/@4D1712795765F00D97558C6DF7B40E3D/badge_icons/fest-hex-5D5859%20Devtoberfest%202024.png","1226","2024-09-30T09:17:57.015+02:00","1227"
"1703","#2F0518 - Devtoberfest 2024 - Preparing Your Non-SAP Application's Trial Account","As part of Devtoberfest 2024 - Completed Tutorial: Preparing Your Non-SAP Application's Trial Account","https://community.sap.com/html/@461BC03528EF8E4DE2F0CF6B361D21FD/badge_icons/fest-hex-2F0518%20Devtoberfest%202024.png","1225","2024-10-11T10:13:55.269+02:00","1226"
"1106","I.D.","Uploaded a profile photo.","https://community.sap.com/html/@2590A0C6A3188F5B3AEAE1D69C1424F2/badge_icons/s4hana_i_d.png","1292","2024-01-27T01:47:13.168+01:00","1225"
"1440","#00F5FF - Devtoberfest 2023 - Create an Empty SAPUI5 Project","As part of Devtoberfest 2023 - completed Tutorial: Create an Empty SAPUI5 Project","https://community.sap.com/html/@9ACD19036E319E732CD97D248588844F/badge_icons/fest-hex-00F5FF.png","1228","2024-01-26T23:28:12.391+01:00","1219"
"137","Develop Your First SAPUI5 Web App on Cloud Foundry","Learned how to develop a simple SAPUI5 web app and deploy it to the cloud, and learned the various tools you can leverage to deploy applications to Cloud Foundry.","https://community.sap.com/html/@F3B91BA872BD29DA13A853B11E789DE0/badge_icons/manual_DevelopYourFirstSAPUI5WebApponCloudFoundry.png","1228","2024-01-26T21:56:18.814+01:00","1214"
"6","openSAP Veteran","You're definitely an SAP expert and more than the average learner with 20 openSAP courses now successfully complete!","https://community.sap.com/html/@D1666416B5D4755B47D3C622F92CCFD5/badge_icons/manual_openSAPVeteran.png","1289","2024-01-26T22:48:08.737+01:00","1202"
"1740","#6EEFE9 - Devtoberfest 2024 - Refine the List Report with Additional UI Elements","As part of Devtoberfest 2024 - Completed Tutorial: Refine the List Report with Additional UI Elements","https://community.sap.com/html/@114B0A523C27C6536CCA08F19EBEE168/badge_icons/fest-hex-6EEFE9%20Devtoberfest%202024.png","1202","2024-10-03T09:31:23.182+02:00","1201"
"1324","SAP TechEd && d-code 2014 Las Vegas Attendee","Attendee at SAP TechEd && d-code 2014 Las Vegas","https://community.sap.com/html/@86C464180F5324DA137F0EC1B747100D/badge_icons/sap-teched-d-code-2014-las-vegas-attendee.png","1344","2024-01-26T23:15:55.771+01:00","1187"
"83","Build a Business Application Using CAP for Java","""Developed a business application using SAP Cloud Application Programming Model (CAP) for Java. Started with the SAP Business Application Studio and deployed to&nbsp;SAP Business Technology Platform. ""","https://community.sap.com/html/@9409E8668B460BBD2A3E228A88E330A7/badge_icons/manual_BuildaBusinessApplicationUsingCAPforJava.png","1186","2024-01-26T21:39:58.152+01:00","1176"
"1369","Get Ready for the 2016 SAP HANA Innovation Award	","Get ready for 2016 SAP HANA Innovation Award by reading and bookmarking the HANA Innovation Award announcement blog","https://community.sap.com/html/@E1B215114CDFA8C4D72D4BD0AE5C4B84/badge_icons/get-ready-for-the-2016-sap-hana-innovation-award.png","1333","2024-01-26T23:23:07.621+01:00","1174"
"180","Random Day Surprise - October 9, 2020","Participated in SAP Community on World Egg Day (October 9, 2020). You performed at least one of the following activities: Publish a blog post, comment, question, or an answerLike any blog post or commentVote any question or answer up or downFollow any person, tag, blog post, question, answer, or Coffee Corner discussionUpdate your profile picture, 'About me' text, expertise, spoken languages, or Elsewhere links","https://community.sap.com/html/@74C351AC94B3DCCB3E760B0AD335CB66/badge_icons/RandomDaySurprise-October9-2020.png","1179","2024-01-26T22:41:23.577+01:00","1170"
"487","#E916A7 - Devtoberfest 2022 - Display Database Content and Run SQL Queries","As part of Devtoberfest 2022 - completed tutorial: Display Database Content and Run SQL Queries","https://community.sap.com/html/@0221839ED0F38AC912DD1BAE39787813/badge_icons/2022-dev-E916A7.png","1234","2024-01-27T00:13:04.221+01:00","1169"
"703","Devtoberfest 2021 Participant","Registered for Devtoberfest in order to attend various sessions during the 6 week event.","https://community.sap.com/html/@584424986A8A4FE6EA66EFE7005BB38E/badge_icons/devtoberfest-2021.png","1182","2024-01-27T00:20:44.031+01:00","1164"
"624","#4F1E64 - Devtoberfest 2022 - Create a New ABAP Dictionary Structure","As part of Devtoberfest 2022 - completed tutorial: Create a New ABAP Dictionary Structure","https://community.sap.com/html/@5AFC31BAF3990BC4296AE6B60BF96B36/badge_icons/2022-dev-4F1E64.png","1227","2024-01-27T00:02:44.682+01:00","1158"
"563","#C13A8B - Devtoberfest 2022 - Create a SAP Fiori App and Deploy it to SAP BTP, ABAP Environment","As part of Devtoberfest 2022 - completed tutorial: Create a SAP Fiori App and Deploy it to SAP BTP, ABAP Environment","https://community.sap.com/html/@DF7D9DA1BC88F029F10D6D4E16BE5691/badge_icons/2022-dev-C13A8B.png","1192","2024-01-27T00:12:58.175+01:00","1146"
"565","#B722F9 - Devtoberfest 2022 Scavenger Hunt - Create an SAP Fiori Elements-Based UI","As part of Devtoberfest 2022 Scavenger Hunt - completed tutorial: Create an SAP Fiori Elements-Based UI","https://community.sap.com/html/@A05452E2421877874BB4BBEA17FB6FF2/badge_icons/2022-dev-B722F9.png","1135","2024-01-27T00:08:08.012+01:00","1128"
"1167","1st Accepted Solution","One of your replies was marked as an accepted solution! Thank you for sharing your knowledge.","https://community.sap.com/html/@A4F0328105DF9F86A17966C2B30A9BBB/badge_icons/manual_1st-accepted-solution.png","1134","2024-01-27T01:14:00.515+01:00","1128"
"1544","Random Day Surprise - October 7, 2022","Participated in SAP Community on World Smile Day&nbsp;(October 7, 2022). You performed at least one of the following activities:Post a blog post, comment, question or an answerLike any blog post or commentVote any question or answer up or down_Follow any person, tag, blog post or questionUpdate your profile picture, 'About me' text, expertise, spoken languages, or Elsewhere links","https://community.sap.com/html/@32A4600EFFE5FBD191E91D661682E834/badge_icons/RandomDaySurprise-October7-2022.png","1110","2024-02-06T21:07:24.218+01:00","1102"
"1620","#8F5D85 - Devtoberfest 2024 - Create an SAPUI5 App from the Command Line","As part of Devtoberfest 2024 - Completed Tutorial: Create an SAPUI5 App from the Command Line","https://community.sap.com/html/@1DA15E9ABEA83FB2AF1297000830BD8F/badge_icons/fest-hex-8F5D85%20Devtoberfest%202024.png","1096","2024-09-23T09:32:39.875+02:00","1098"
"346","SAP TechEd 2017 Attendee Bangalore","Attendee at SAP TechEd Bangalore in 2017. Register to attend SAP TechEd 2017 Bangalore and provide the link to your community profile page.","https://community.sap.com/html/@FF7C9D89C8628EE2674699B414AC2A13/badge_icons/manual_SAPTechEd2017AttendeeBangalore.png","1184","2024-01-26T23:12:38.817+01:00","1093"
"98","Use Machine Learning to Process Business Documents","Used Document Information Extraction (a service of SAP AI Business Services in SAP Business Technology Platform) to process business documents that have content in headers and tables.","https://community.sap.com/html/@43DA6A7FA4E270863470425C5C130910/badge_icons/manual_UseMachineLearningtoExtractInformationfromFiles.png","1101","2024-01-26T22:13:53.217+01:00","1090"
"1720","#06160D - Devtoberfest 2024 - Design Your Site With the New SAP Build Work Zone Experience","As part of Devtoberfest 2024 - Completed Tutorial: Design Your Site With the New SAP Build Work Zone Experience","https://community.sap.com/html/@706AB10594E5656005DEBF4A6E34E3B7/badge_icons/fest-hex-06160D%20Devtoberfest%202024.png","1085","2024-10-02T09:16:28.609+02:00","1085"
"471","Devtoberfest 2022 Participant","Registered for Devtoberfest and attended various sessions during the month long event.","https://community.sap.com/html/@9C8C8E75FEA0691BA38440E8A5C53CB1/badge_icons/devtoberfest-2022-register.png","1088","2024-01-26T23:56:11.828+01:00","1084"
"1681","#215B58 - Devtoberfest 2024 - Get Started with UI5 Web Components for React","As part of Devtoberfest 2024 - Completed Tutorial: Get Started with UI5 Web Components for React","https://community.sap.com/html/@8CA5D5C90FEFC5F503A48FED3AC32A81/badge_icons/fest-hex-215B58%20Devtoberfest%202024.png","1087","2024-10-02T09:20:21.834+02:00","1083"
"1697","#0B140F - Devtoberfest 2024 - Add an API Proxy to a Product","As part of Devtoberfest 2024 - Completed Tutorial: Add an API Proxy to a Product","https://community.sap.com/html/@2B919D194374EBC516B01B8F8A6C7143/badge_icons/fest-hex-0B140F%20Devtoberfest%202024.png","1059","2024-10-11T10:12:27.999+02:00","1062"
"1845","25 Answers Accepted as Solutions","You have at least 25 answers accepted as solutions, outstanding! Keep contributing good answers!","https://community.sap.com/html/@7F65813857492A26A02BDE0FB14E3C4E/badge_icons/25-accepted-answers.png","1053","2025-08-19T19:58:02.023+02:00","1062"
"1704","#AB9FC6 - Devtoberfest 2024 - Establish Connection Between Your BambooHR Trial and Open Connectors","As part of Devtoberfest 2024 - Completed Tutorial: Establish Connection Between Your BambooHR Trial and Open Connectors","https://community.sap.com/html/@437DACA6E9FC19897A4C675728EF7CB8/badge_icons/fest-hex-AB9FC6%20Devtoberfest%202024.png","1059","2024-10-11T10:14:07.277+02:00","1060"
"1412","#FF3E96 - Devtoberfest 2023 - Reuse a CAP Java Service","As part of Devtoberfest 2023 - completed Tutorial: Reuse a CAP Java Service","https://community.sap.com/html/@2B7A47A0A5FB80527492E486F2965CAE/badge_icons/fest-hex-FF3E96.png","1063","2024-01-26T23:51:07.148+01:00","1053"
"1727","#48A3BC - Devtoberfest 2024 - Run the Sales Order Business Process","As part of Devtoberfest 2024 - Completed Tutorial: Run the Sales Order Business Process","https://community.sap.com/html/@5C70A9D35CEA412AD87C7C571404B7D3/badge_icons/fest-hex-48A3BC%20Devtoberfest%202024.png","1053","2024-10-11T10:10:23.441+02:00","1051"
"66","Get Started with Your Trial in SAP Data Warehouse Cloud","""Started using SAP Data Warehouse Cloud, and learn the fundamentals of modeling your data. ""","https://community.sap.com/html/@F81D99DE053DDEA74BC3507195754E67/badge_icons/manual_GetStartedwithYourTrialinSAPDataWarehouseCloud.png","1051","2024-01-26T22:09:21.310+01:00","1050"
"1705","#FDBCC7 - Devtoberfest 2024 - Design an Integration Flow to Connect with Open Connectors","As part of Devtoberfest 2024 - Completed Tutorial: Design an Integration Flow to Connect with Open Connectors","https://community.sap.com/html/@798C65F6529F34C840E1A7B04C907A86/badge_icons/fest-hex-FDBCC7%20Devtoberfest%202024.png","1048","2024-10-11T10:14:19.987+02:00","1047"
"1690","#605663 - Devtoberfest 2024 - Generate an SAP Fiori Elements Application based on a RAP-based Service","As part of Devtoberfest 2024 - Completed Tutorial: Generate an SAP Fiori Elements Application based on a RAP-based Service","https://community.sap.com/html/@68C547A825FCAE9D3575EEC6F080DD69/badge_icons/fest-hex-605663%20Devtoberfest%202024.png","1038","2024-10-11T10:06:46.055+02:00","1041"
"550","#CFFF0B - Devtoberfest 2022 Scavenger Hunt - Create a UI Using Freestyle SAPUI5","As part of Devtoberfest 2022 Scavenger Hunt - completed tutorial: Create a UI Using Freestyle SAPUI5","https://community.sap.com/html/@2F52DE9CE24E45D2EAADAFF8BCD9A9E1/badge_icons/2022-dev-CFFF0B.png","1045","2024-01-27T00:09:22.525+01:00","1038"
"1304","SAP TechEd 2015 Barcelona Attendee","Attendee at SAP TechEd 2015 Barcelona","https://community.sap.com/html/@55DB52460913B4BFE8C76CE089B5B510/badge_icons/sap-teched-2015-barcelona-attendee.png","1127","2024-01-26T23:14:51.870+01:00","1033"
"737","#5DE96D - Devtoberfest 2021 - Get a Free Account on SAP BTP Trial	","As part of Devtoberfest 2021 - completed tutorial: Get a Free Account on SAP BTP Trial","https://community.sap.com/html/@6CD097198D150265573467352D2F884E/badge_icons/5DE96D-devtoberfest-2021.png","1040","2024-01-26T22:07:35.371+01:00","1027"
"1461","#FFB5C5 - Devtoberfest 2023 - Create an API Proxy","As part of Devtoberfest 2023 - completed Scavenger Hunt Tutorial: Create an API Proxy","https://community.sap.com/html/@EA8B8C2E196A13FA453FE76F15FA8AC4/badge_icons/fest-hex-FFB5C5.png","1046","2024-01-26T23:51:48.532+01:00","1018"
"1244","#191970 - Devtoberfest 2023 - Create and Configure Forms","As part of Devtoberfest 2023 - completed Tutorial: Create and Configure Forms","https://community.sap.com/html/@EDCA867EADD026069B211776D32D3234/badge_icons/fest-hex-191970.png","1021","2024-01-26T23:29:04.446+01:00","1013"
"1404","#8FBC8F - Devtoberfest 2023 - Configure a List Report Page Using SAP Fiori Tools","As part of Devtoberfest 2023 - completed Tutorial: Configure a List Report Page Using SAP Fiori Tools","https://community.sap.com/html/@F47D126F2ACBA1D1E174AE8B245C54B7/badge_icons/fest-hex-8FBC8F.png","1018","2024-01-26T23:40:31.081+01:00","1010"
"1327","SAP TechEd && d-code 2014 Berlin Attendee","Attendee at SAP TechEd && d-code 2014 Berlin","https://community.sap.com/html/@1A9B32CBF6B58F563F9904CCA041F29A/badge_icons/sap-teched-d-code-2014-berlin-attendee.png","1110","2024-01-26T23:16:04.091+01:00","1006"
"557","#C5EB2C - Devtoberfest 2022 - Create a Global ABAP Class","As part of Devtoberfest 2022 - completed tutorial: Create a Global ABAP Class","https://community.sap.com/html/@4061F78D44881C9D1E3F458D67F69370/badge_icons/2022-dev-C5EB2C.png","1062","2024-01-27T00:08:46.995+01:00","1002"
"1689","#01171F - Devtoberfest 2024 - Prepare the RAP-Based Travel Service","As part of Devtoberfest 2024 - Completed Tutorial: Prepare the RAP-Based Travel Service","https://community.sap.com/html/@5AFDC2585EE48FA571909D36B01FD897/badge_icons/fest-hex-01171F%20Devtoberfest%202024.png","993","2024-10-11T10:06:25.724+02:00","996"
"1226","#8B7355 - Devtoberfest 2023 - Start Your MDK Application in the Editor","As part of Devtoberfest 2023 - completed Tutorial: Start Your MDK Application in the Editor","https://community.sap.com/html/@90D7D5561A1962B86C6BDFE941067A69/badge_icons/fest-hex-8B7355.png","1016","2024-01-26T23:39:14.537+01:00","994"
"1245","#36648B - Devtoberfest 2023 - Create a Process Condition","As part of Devtoberfest 2023 - completed Tutorial: Create a Process Condition","https://community.sap.com/html/@16A326AFA7F5B53EB12FE55844B5BE44/badge_icons/fest-hex-36648B.png","1002","2024-01-26T23:32:07.136+01:00","992"
"595","#88C2C1 - Devtoberfest 2022 - Display a CDS View Using ALV with IDA","As part of Devtoberfest 2022 - completed tutorial: Display a CDS View Using ALV with IDA","https://community.sap.com/html/@3FA221FF15AE47DC295E929C31F006AE/badge_icons/2022-dev-88C2C1.png","1035","2024-01-27T00:05:24.319+01:00","989"
"1541","Random Day Surprise - December 16, 2022","Participated in SAP Community on Ugly Sweater Day (December 16 2022). You performed at least one of the following activities:Post a blog post, comment, question or an answerLike any blog post or commentVote any question or answer up or down_Follow any person, tag, blog post, or answerUpdate your profile picture, 'About me' text, expertise, spoken languages, or Elsewhere links","https://community.sap.com/html/@2EF0305001F24AC54F6BDA9ECBD199D4/badge_icons/RandomDaySurprise-December16-2022.png","989","2024-02-06T21:06:45.175+01:00","982"
"490","#E49477 - Devtoberfest 2022 Scavenger Hunt - Set Up Initial Configuration for an MDK App","As part of Devtoberfest 2022 Scavenger Hunt - completed tutorial: Set Up Initial Configuration for an MDK App","https://community.sap.com/html/@9740A4F6E435D68D0701C4E7CD0FEADA/badge_icons/2022-dev-E49477.png","1007","2024-01-27T00:11:08.843+01:00","973"
"537","#D93FDE - Devtoberfest 2022 Scavenger Hunt - Create an SAP Cloud Application Programming Model Project for SAP HANA Cloud","As part of Devtoberfest 2022 Scavenger Hunt - completed tutorial:&nbsp;Create an SAP Cloud Application Programming Model Project for SAP HANA Cloud","https://community.sap.com/html/@156527BF1CFE46B6D4F8CD63E101FE5C/badge_icons/2022-dev-D93FDE.png","982","2024-01-27T00:10:27.766+01:00","971"
"1164","High Five","5 new topics","https://community.sap.com/html/@064070431ABD52E2C87485F22A58340E/badge_icons/manual_high-five.png","973","2024-01-27T01:16:07.434+01:00","969"
"1706","#7B7898 - Devtoberfest 2024 - Test Your Integration Scenario","As part of Devtoberfest 2024 - Completed Tutorial: Test Your Integration Scenario","https://community.sap.com/html/@331849B2917605BE166772CD3451B415/badge_icons/fest-hex-7B7898%20Devtoberfest%202024.png","962","2024-10-11T10:14:30.632+02:00","962"
"420","Swift Solver","I was quick! Namely 5 times the first who provided an answer to a question within the time frame of 5 hours.","https://community.sap.com/html/@883AD781B643035C7B1FE667E5D80F2C/badge_icons/manual_SwiftSolver.png","964","2024-01-26T20:49:27.988+01:00","960"
"1837","200 Kudos Received","At least 200 kudos received, outstanding! Keep contributing good content!","https://community.sap.com/html/@3EC1692D3D405F13C4D41E4A6E1B6C3B/badge_icons/200-kudos-received.png","952","2025-08-28T18:04:27.527+02:00","957"
"1220","#8B814C - Devtoberfest 2023 - Provision an Instance of SAP HANA Cloud, SAP HANA Database","As part of Devtoberfest 2023 - completed Tutorial: Provision an Instance of SAP HANA Cloud, SAP HANA Database","https://community.sap.com/html/@7C357AFDA885CD726983CFE1BB7C48B0/badge_icons/fest-hex-8B814C.png","960","2024-01-26T23:39:43.068+01:00","952"
"1682","#DADBE0- Devtoberfest 2024 - Create a Card Component","As part of Devtoberfest 2024 - Completed Tutorial: Create a Card Component","https://community.sap.com/html/@556F5DCD79B189648857A573F4A0B7E7/badge_icons/fest-hex-DADBE0%20Devtoberfest%202024.png","950","2024-10-02T09:20:35.036+02:00","946"
"1192","#FF00FF - Devtoberfest 2023 - Create Database Table and Generate UI Service","As part of Devtoberfest 2023 - completed Tutorial: Create Database Table and Generate UI Service","https://community.sap.com/html/@8E2F38E98ED982969613CC52DD5B027D/badge_icons/fest-hex-FF00FF.png","941","2024-01-26T23:50:52.039+01:00","939"
"672","#7B2BE8 - Devtoberfest 2022 - Add Transactional Behavior to Your Core Data Services","As part of Devtoberfest 2022 - completed tutorial: Add Transactional Behavior to Your Core Data Services","https://community.sap.com/html/@0F58B6B775EEFBAD5704C81F895C3C27/badge_icons/2022-dev-7B2BE8.png","980","2024-01-27T00:04:25.561+01:00","929"
"1645","#10302A - Devtoberfest 2024 - Create Queues and Queue Subscriptions for SAP Event Mesh","As part of Devtoberfest 2024 - Completed Tutorial: Create Queues and Queue Subscriptions for SAP Event Mesh","https://community.sap.com/html/@6BCEEB38A2762F888EB4611E77E81A2B/badge_icons/fest-hex-10302A%20Devtoberfest%202024.png","928","2024-09-30T09:23:02.948+02:00","926"
"1741","#913A36 - Devtoberfest 2024 - Extend the Object Page by Adding More Functionality","As part of Devtoberfest 2024 - Completed Tutorial: Extend the Object Page by Adding More Functionality","https://community.sap.com/html/@B99C8E208030C99C60FD64602E3751BB/badge_icons/fest-hex-913A36%20Devtoberfest%202024.png","912","2024-10-03T09:31:43.808+02:00","911"
"708","#3BF10C - Devtoberfest 2021 - Introduction to Application Development Using CAP and Node.js","As part of Devtoberfest 2021 - completed tutorial: Introduction to Application Development Using CAP and Node.js","https://community.sap.com/html/@356650BEB4B8D50F08642B2CB2C9BAD1/badge_icons/3BF10C-devtoberfest-2021.png","902","2024-01-27T00:24:02.947+01:00","895"
"1246","#0000FF - Devtoberfest 2023 - Run the Business Process","As part of Devtoberfest 2023 - completed Tutorial: Run the Business Process","https://community.sap.com/html/@5CA5DEBC88BEDCB38B67BE16B4FA084D/badge_icons/fest-hex-0000FF.png","900","2024-01-26T23:27:04.742+01:00","893"
"917","In a Helping Mood","Share your expertise in the discussion forums and have your answers marked as Correct. Prerequisite mission: I Was Right!","https://community.sap.com/html/@30F486F5C56D7D4AFF05DB6ECEE31A4C/badge_icons/in-a-helping-mood.png","1000","2024-01-27T00:46:43.844+01:00","888"
"1386","Accept the Data Geek Challenge","Accept the Data Geek Challenge","https://community.sap.com/html/@5217D77316AF65949C4ED5EEF4F05882/badge_icons/accept-the-data-geek-challenge.png","1001","2024-01-27T00:59:11.205+01:00","885"
"1110","Explore 10","Read a blog post, document, video, OR wiki at least 10 times.","https://community.sap.com/html/@C9D15C650B4A22D144F26B3F5E0A50A1/badge_icons/s4hana_explore_10.png","883","2024-01-27T01:47:36.853+01:00","864"
"496","#D945AF - Devtoberfest 2022 - Create a Data Element","As part of Devtoberfest 2022 - completed tutorial: Create a Data Element","https://community.sap.com/html/@916B0EC87576358538B74A945DFB46CB/badge_icons/2022-dev-D945AF.png","902","2024-01-27T00:10:33.618+01:00","860"
"1446","#FF69B4 - Devtoberfest 2023 - Create an SAPUI5 App from the Command Line","As part of Devtoberfest 2023 - completed Tutorial: Create an SAPUI5 App from the Command Line","https://community.sap.com/html/@80F89C7953F13E5F2D18CD0824705B94/badge_icons/fest-hex-FF6EB4.png","874","2024-01-26T23:51:12.464+01:00","848"
"1691","#30996A - Devtoberfest 2024 - Refine the List Report with Annotations","As part of Devtoberfest 2024 - Completed Tutorial: Refine the List Report with Annotations","https://community.sap.com/html/@5041E4415426AB985F450D2D15099038/badge_icons/fest-hex-30996A%20Devtoberfest%202024.png","822","2024-10-11T10:06:59.306+02:00","825"
"1252","#458B74 - Devtoberfest 2023 - Create Instance of SAP Event Mesh","As part of Devtoberfest 2023 - completed Tutorial: Create Instance of SAP Event Mesh","https://community.sap.com/html/@CC07E2D7B6E7006F672425AE1C0CE11A/badge_icons/fest-hex-458B74.png","832","2024-01-26T23:32:53.740+01:00","822"
"1447","#FF6EB4 - Devtoberfest 2023 - Debug Your SAPUI5 App","As part of Devtoberfest 2023 - completed Tutorial: Debug Your SAPUI5 App","https://community.sap.com/html/@D66FBDC7BE948FDB94D2AF1BE58C453A/badge_icons/fest-hex-FF69B4.png","847","2024-01-26T23:51:17.130+01:00","820"
"1105","In the Know","Opt in to Newsletter","https://community.sap.com/html/@AF3BE66BB16267009022FAD70E9DD4DC/badge_icons/s4hana_in_the_know.png","915","2024-01-27T00:54:42.616+01:00","820"
"13","Profile Savvy","Took a tutorial about updating and maintaining your SAP profile. Learned about searching, sorting, and filtering your content; setting up notifications; viewing and sharing your reputation, and more.","https://community.sap.com/html/@8230D3C4AE8C8D1A6AC62D64B4BE5861/badge_icons/manual_ProfileSavvy.png","837","2024-01-26T21:23:00.991+01:00","820"
"1441","#98F5FF - Devtoberfest 2023 - Add Views and Define Routes to Access Them","As part of Devtoberfest 2023 - completed Tutorial: Add Views and Define Routes to Access Them","https://community.sap.com/html/@D9B61FCCE337D054EF43C381F0A9546F/badge_icons/fest-hex-98F5FF.png","817","2024-01-26T23:40:46.855+01:00","812"
"1218","#008B45 - Devtoberfest 2023 - Sign up for an SAP HANA Cloud Trial account","As part of Devtoberfest 2023 - completed Tutorial: Sign up for an SAP HANA Cloud Trial account","https://community.sap.com/html/@A9E8AEBDB9D0E9461A8261AAE6A65B8B/badge_icons/fest-hex-008B45.png","810","2024-01-26T23:27:27.867+01:00","805"
"1652","#2A2D30 - Devtoberfest 2024 - Install Postman REST Client","As part of Devtoberfest 2024 - Completed Tutorial: Install Postman REST Client","https://community.sap.com/html/@58162025EAC9A4AA49A14B0773ABFBBC/badge_icons/fest-hex-2A2D30%20Devtoberfest%202024.png","807","2024-09-30T09:24:35.159+02:00","804"
"536","SAP Community Fan 2021","Showed your commitment to the SAP Community. Performed at least one of the following activities every day, for 5 days (midnight to midnight UTC) in a row:Publish a blog post, comment, question, or an answerLike any blog post or commentVote any question or answer up or down_Follow any person, tag, blog post, question, answer, or Coffee Corner discussion_Update your profile picture, ""About me"" text, spoken languages, expertise, or Elsewhere links","https://community.sap.com/html/@6F14EA3134063059DD5745038D0434EE/badge_icons/manual_SAPCommunityFan2021.png","807","2024-01-26T21:06:27.632+01:00","799"
"77","Create Your First Mobile App with the Mobile Development Kit (MDK)","Built a cross-platform native offline mobile app from scratch with the SAP Mobile Services mobile development kit.","https://community.sap.com/html/@16AAE41D32B14335F618DD74FA6442A5/badge_icons/manual_GetStartedwiththeMobileDevelopmentKit.png","807","2024-01-26T21:57:18.832+01:00","799"
"1482","Devtoberfest 2023 - We planted a tree for you!","To celebrate your registration to Devtoberfest 2023 and SAP TechEd 2023 - SAP planted a tree for every participant signing up for both events!","https://community.sap.com/html/@DC0C13E2EA920A0F2E232A0A244BF69B/badge_icons/fest-badge-tree.png","800","2024-01-26T23:30:48.867+01:00","798"
"590","#92DD66 - Devtoberfest 2022 - Create an Empty SAPUI5 Project","As part of Devtoberfest 2022 - completed tutorial: Create an Empty SAPUI5 Project","https://community.sap.com/html/@D09F3B7C1F579FFFADD1B058899BCBA5/badge_icons/2022-dev-92DD66.png","805","2024-01-27T00:05:57.821+01:00","798"
